match_idx	conversation_id	conversation_idx	input_tokens	output_tokens	cached_tokens	ttft_client_ms	itl_client_ms	elapsed_client_ms	ttft_server_ms	proxy_to_ctx_ms	ctx_preproc_ms	ctx_queue_ms	ctx_prefill_ms	ctx_postproc_ms	relay_hop_ms	gen_preproc_ms	gen_queue_ms	gen_first_decode_ms	gen_postproc_ms	proxy_to_client_ms	kv_transfer_ctx_ms	kv_transfer_gen_ms	ctx_gpu_forward_ms	ctx_gpu_sample_ms	ctx_prefill_host_ms	ctx_decode_ms	gen_decode_ms	end_to_end_ms	kv_cache_mb	kv_transfer_gen_GBps	ctx_first_iter	ctx_last_iter	gen_first_iter	gen_last_iter	ctx_kv_blocks_total	ctx_kv_blocks_new	ctx_kv_blocks_reused	ctx_kv_blocks_missed	ctx_kv_block_reuse_ratio	gen_kv_blocks_total	gen_kv_blocks_new	gen_kv_blocks_reused	gen_kv_blocks_missed	gen_kv_block_reuse_ratio
231	aa-rwlt-coding-agent-073	60	49135	193	49036	311.602	1.347	488.383	215.725	2.579	42.551	13.315	26.648	2.628	10.934	4.089	109.281	5.762	-2.559	0.497		94.132				0.000	69.547	215.725	12.188	0.129	465.000	465.000	22740.000	22756.000	10.000	10.000	1536.000	9.000	0.994	10.000	10.000	1536.000	9.000	0.994
232	aa-rwlt-coding-agent-073	61	49413	43	49135	307.232	0.011	307.688	219.516	2.641	42.389	13.343	29.025	2.637	10.939	4.227	110.720	5.786	-2.676	0.485		95.334				0.000	216.481	219.516	18.281	0.192	467.000	467.000	22759.000	22808.000	15.000	15.000	1545.000	14.000	0.991	15.000	15.000	1545.000	14.000	0.991
233	aa-rwlt-coding-agent-073	62	49860	171	49413	320.566	1.048	458.266	224.176	2.646	43.030	13.644	27.878	3.568	11.195	4.396	113.572	6.557	-2.803	0.493		98.103				0.000	75.061	224.176	15.844	0.162	469.000	469.000	22811.000	22828.000	13.000	13.000	1559.000	12.000	0.992	13.000	13.000	1559.000	12.000	0.992
234	aa-rwlt-coding-agent-073	63	50267	46	49860	322.574		322.933	243.124	2.783	43.543	15.862	41.138	2.679	11.499	4.491	117.099	6.058	-2.562	0.534		100.984				0.000	179.426	243.124	31.688	0.314	471.000	471.000	22831.000	22872.000	26.000	26.000	1571.000	25.000	0.984	26.000	26.000	1571.000	25.000	0.984
235	aa-rwlt-coding-agent-073	64	51041	110	50267	344.181	2.336	444.981	234.546	2.751	44.612	14.482	29.646	2.758	11.350	4.449	118.883	6.656	-1.544	0.503		102.836				0.000	156.516	234.546	18.281	0.178	473.000	473.000	22875.000	22910.000	15.000	15.000	1596.000	14.000	0.991	15.000	15.000	1596.000	14.000	0.991
236	aa-rwlt-coding-agent-073	65	51502	94	51041	336.551	1.356	412.864	231.578	2.732	44.551	14.022	27.614	2.726	11.323	4.332	120.395	5.813	-2.448	0.518		104.614				0.000	165.073	231.578	10.969	0.105	475.000	475.000	22913.000	22950.000	9.000	9.000	1610.000	8.000	0.995	9.000	9.000	1610.000	8.000	0.995
237	aa-rwlt-coding-agent-073	66	51759	102	51502	334.088	1.521	419.649	234.137	2.747	45.020	13.964	28.919	2.632	11.400	4.446	120.836	6.590	-2.901	0.484		104.855				0.000	116.114	234.137	9.750	0.093	477.000	477.000	22953.000	22979.000	8.000	8.000	1618.000	7.000	0.996	8.000	8.000	1618.000	7.000	0.996
238	aa-rwlt-coding-agent-073	67	51985	64	51759	337.616	0.811	373.666	112.584	0.636	5.823	4.071	81.935	2.252	3.434	1.086	10.450	5.466	-2.955	0.386		4.871				0.000	117.199	112.584	313.219	64.303	479.000	479.000	22982.000	23010.000	257.000	257.000	65.000	256.000	0.202	257.000	257.000	65.000	256.000	0.202
239	aa-rwlt-coding-agent-010	0	10260	65	2070	196.064	2.293	237.703	153.941	0.842	10.070	5.682	107.546	2.230	4.892	1.554	18.235	5.587	-3.179	0.482		11.114				0.000	135.005	153.941	316.875	28.511	481.000	481.000	23013.000	23045.000	260.000	260.000	321.000	259.000	0.553	260.000	260.000	321.000	259.000	0.553
240	aa-rwlt-coding-agent-010	1	18551	75	10260	238.614	2.026	297.735	69.821	0.866	10.499	5.820	23.179	3.059	4.941	1.651	16.793	5.582	-3.070	0.501		9.338				0.000	76.219	69.821	7.312	0.783	483.000	483.000	23048.000	23066.000	6.000	6.000	580.000	5.000	0.991	6.000	6.000	580.000	5.000	0.991
241	aa-rwlt-coding-agent-010	2	18716	51	18551	154.994	0.004	155.382	68.297	0.903	10.891	5.920	22.480	2.303	5.080	1.712	16.175	5.537	-3.210	0.506		8.605				0.000	140.502	68.297	13.406	1.558	485.000	485.000	23069.000	23102.000	11.000	11.000	585.000	10.000	0.983	11.000	11.000	585.000	10.000	0.983
242	aa-rwlt-coding-agent-010	3	19031	77	18716	154.679	1.902	217.819	100.410	2.507	11.971	6.488	45.504	3.105	5.320	1.788	19.225	5.960	-1.936	0.478		11.351				0.000	84.872	100.410	70.688	6.227	487.000	487.000	23105.000	23125.000	58.000	58.000	595.000	57.000	0.913	58.000	58.000	595.000	57.000	0.913
243	aa-rwlt-coding-agent-010	4	20861	58	19031	185.108	0.258	193.452	93.357	0.998	12.995	6.936	38.047	2.207	5.624	1.898	21.704	5.652	-3.226	0.522		13.396				0.000	135.289	93.357	52.406	3.912	489.000	489.000	23128.000	23160.000	44.000	44.000	652.000	43.000	0.938	43.000	43.000	652.000	43.000	0.938
244	aa-rwlt-coding-agent-010	5	22210	67	20861	178.890		238.225	81.255	1.087	13.431	6.942	24.980	2.163	5.816	1.933	21.847	5.510	-2.977	0.523		13.134				0.000	71.915	81.255	4.875	0.371	491.000	491.000	23163.000	23180.000	4.000	4.000	695.000	3.000	0.996	4.000	4.000	695.000	3.000	0.996
245	aa-rwlt-coding-agent-010	6	22317	51	22210	162.821	0.007	163.277	99.602	1.112	14.219	7.406	39.378	2.890	5.963	1.996	23.612	5.622	-3.086	0.490		14.714				0.000	149.007	99.602	53.625	3.644	493.000	493.000	23183.000	23218.000	44.000	44.000	698.000	43.000	0.942	44.000	44.000	698.000	43.000	0.942
246	aa-rwlt-coding-agent-010	7	23712	79	22317	186.513	2.776	258.948	83.497	1.076	14.586	7.295	22.139	2.106	5.982	2.063	23.820	5.660	-1.731	0.501		14.356				0.000	64.173	83.497	4.875	0.340	495.000	495.000	23221.000	23236.000	4.000	4.000	741.000	4.000	0.995	4.000	4.000	742.000	3.000	0.996
247	aa-rwlt-coding-agent-010	8	23811	53	23712	156.594	0.007	157.056	123.239	1.202	15.735	8.204	55.789	2.735	6.507	2.244	27.939	5.583	-3.191	0.492		18.403				0.000	127.928	123.239	73.125	3.974	497.000	497.000	23239.000	23269.000	60.000	60.000	745.000	59.000	0.927	60.000	60.000	745.000	59.000	0.927
248	aa-rwlt-coding-agent-010	9	25724	75	23811	210.713	1.211	261.928	89.441	1.173	16.064	7.893	22.522	2.213	6.399	2.203	27.832	5.637	-2.999	0.504		18.477				0.000	64.819	89.441	8.531	0.462	499.000	499.000	23272.000	23287.000	7.000	7.000	804.000	6.000	0.993	7.000	7.000	804.000	6.000	0.993
249	aa-rwlt-coding-agent-010	10	25896	53	25724	164.863	0.007	165.342	117.305	1.273	17.140	8.283	45.172	2.579	6.672	2.306	30.828	5.591	-3.027	0.488		21.031				0.000	136.938	117.305	48.750	2.318	501.000	501.000	23290.000	23322.000	40.000	40.000	810.000	39.000	0.954	40.000	40.000	810.000	39.000	0.954
250	aa-rwlt-coding-agent-010	11	27162	78	25896	205.689	1.800	265.448	97.719	1.245	17.491	8.516	23.397	2.246	6.728	2.391	31.037	5.634	-1.465	0.499		21.316				0.000	64.357	97.719	7.312	0.343	503.000	503.000	23325.000	23340.000	6.000	6.000	849.000	5.000	0.994	6.000	6.000	849.000	5.000	0.994
251	aa-rwlt-coding-agent-010	12	27314	53	27162	171.705	0.007	172.164	106.249	1.332	17.984	8.374	30.782	2.533	6.874	2.429	32.770	5.678	-3.006	0.499		22.874				0.000	1843.883	106.249	29.250	1.279	505.000	505.000	23343.000	23772.000	24.000	24.000	854.000	23.000	0.974	24.000	24.000	854.000	23.000	0.974
252	aa-rwlt-coding-agent-010	13	28039	1022	27314	196.135	1.847	1962.559	116.735	1.981	18.995	9.242	32.558	2.410	7.237	2.634	37.708	5.714	-3.178	1.434		26.733				0.000	348.705	116.735	34.125	1.277	507.000	507.000	23775.000	23856.000	28.000	28.000	877.000	27.000	0.970	28.000	28.000	877.000	27.000	0.970
253	aa-rwlt-coding-agent-010	14	28901	193	28039	205.064	2.085	476.444	119.924	1.266	19.442	8.883	30.064	2.789	13.807	2.822	37.910	5.660	-3.102	0.383		27.504				0.000	73.277	119.924	23.156	0.842	509.000	509.000	23859.000	23876.000	19.000	19.000	904.000	18.000	0.980	19.000	19.000	904.000	18.000	0.980
254	aa-rwlt-coding-agent-010	15	29498	52	28901	205.709	0.004	206.095	120.067	1.684	19.909	8.926	32.538	2.608	7.339	2.732	39.650	6.370	-2.085	0.396		29.233				0.000	306.887	120.067	32.906	1.126	511.000	511.000	23879.000	23950.000	27.000	27.000	922.000	26.000	0.973	27.000	27.000	922.000	26.000	0.973
255	aa-rwlt-coding-agent-010	16	30329	195	29498	208.707	1.849	438.252	111.298	1.449	20.602	8.965	24.024	3.220	7.460	2.557	39.977	5.694	-3.033	0.383		29.521				0.000	94.518	111.298	10.969	0.372	513.000	513.000	23953.000	23975.000	9.000	9.000	948.000	8.000	0.992	9.000	9.000	948.000	8.000	0.992
256	aa-rwlt-coding-agent-010	17	30577	58	30329	200.701	0.506	218.181	121.498	1.513	20.983	9.288	31.570	2.497	7.541	2.808	41.597	5.668	-2.462	0.495		31.011				0.000	89.564	121.498	26.812	0.865	515.000	515.000	23978.000	23999.000	22.000	22.000	956.000	21.000	0.979	22.000	22.000	956.000	21.000	0.979
257	aa-rwlt-coding-agent-010	18	31240	55	30577	210.610	0.366	222.697	112.558	2.011	21.083	9.168	22.655	2.350	7.522	2.670	42.008	5.689	-3.100	0.502		31.259				0.000	90.471	112.558	6.094	0.195	517.000	517.000	24002.000	24023.000	5.000	5.000	977.000	4.000	0.996	5.000	5.000	977.000	4.000	0.996
258	aa-rwlt-coding-agent-010	19	31368	50	31240	202.894	0.432	215.786	142.246	1.503	21.913	9.436	46.172	2.561	7.850	2.777	46.238	5.655	-2.348	0.489		35.259				0.000	438.786	142.246	58.500	1.659	519.000	519.000	24026.000	24127.000	48.000	48.000	981.000	47.000	0.954	48.000	48.000	981.000	47.000	0.954
259	aa-rwlt-coding-agent-010	20	32886	255	31368	232.595	1.979	593.164	124.450	1.600	22.683	9.879	25.701	2.536	8.115	2.905	47.883	5.684	-3.018	0.482		36.526				0.000	702.210	124.450	17.062	0.467	521.000	521.000	24130.000	24291.000	14.000	14.000	1028.000	13.000	0.988	14.000	14.000	1028.000	13.000	0.988
260	aa-rwlt-coding-agent-010	21	33305	421	32886	220.799	1.748	839.869	123.319	1.611	22.930	9.799	24.010	2.397	8.055	2.839	48.582	5.777	-3.223	0.542		37.050				0.000	636.567	123.319	7.312	0.197	523.000	523.000	24294.000	24441.000	6.000	6.000	1041.000	5.000	0.995	6.000	6.000	1041.000	5.000	0.995
261	aa-rwlt-coding-agent-010	22	33470	391	33305	214.049	1.748	773.680	138.641	1.606	23.488	9.886	35.018	2.583	8.099	2.910	50.925	5.936	-2.294	0.484		39.362				0.000	544.470	138.641	35.344	0.898	525.000	525.000	24444.000	24570.000	30.000	30.000	1046.000	29.000	0.973	29.000	29.000	1047.000	28.000	0.974
262	aa-rwlt-coding-agent-010	23	34383	322	33470	228.996	1.775	696.211	144.186	1.639	24.358	10.195	33.840	2.510	8.345	3.042	54.447	7.146	-1.819	0.483		41.946				0.000	480.043	144.186	29.250	0.697	527.000	527.000	24573.000	24684.000	24.000	24.000	1075.000	23.000	0.979	24.000	24.000	1075.000	23.000	0.979
263	aa-rwlt-coding-agent-010	24	35126	297	34383	234.657	1.764	637.269	147.693	1.785	24.871	10.462	35.895	2.589	8.430	3.132	56.595	5.622	-2.192	0.504		44.406				0.000	819.100	147.693	35.344	0.796	529.000	529.000	24687.000	24876.000	29.000	29.000	1098.000	28.000	0.975	29.000	29.000	1098.000	28.000	0.975
264	aa-rwlt-coding-agent-010	25	36013	474	35126	238.804	1.782	980.677	141.146	1.712	25.563	10.415	24.819	2.203	10.936	3.042	58.569	6.716	-3.319	0.490		45.607				0.000	782.823	141.146	10.969	0.241	531.000	531.000	24879.000	25060.000	9.000	9.000	1126.000	8.000	0.993	9.000	9.000	1126.000	8.000	0.993
265	aa-rwlt-coding-agent-010	26	36277	430	36013	232.629	1.918	938.651	138.948	1.764	25.880	10.385	23.850	2.774	8.408	3.093	59.143	5.798	-2.635	0.488		46.529				0.000	102.644	138.948	10.969	0.236	533.000	533.000	25063.000	25087.000	10.000	10.000	1134.000	9.000	0.992	9.000	9.000	1135.000	8.000	0.993
266	aa-rwlt-coding-agent-010	27	36546	64	36277	230.477	0.574	256.101	140.060	1.768	25.918	10.392	25.017	2.484	8.495	3.046	58.702	5.578	-1.893	0.553		46.379				0.000	77.317	140.060	9.750	0.210	535.000	535.000	25090.000	25108.000	8.000	8.000	1143.000	7.000	0.994	8.000	8.000	1143.000	7.000	0.994
267	aa-rwlt-coding-agent-010	28	36776	48	36546	230.940	0.008	231.392	151.793	1.733	26.532	10.592	34.238	2.428	8.628	3.255	61.321	5.735	-3.150	0.481		49.201				0.000	918.551	151.793	26.812	0.545	537.000	537.000	25111.000	25322.000	22.000	22.000	1150.000	21.000	0.982	22.000	22.000	1150.000	21.000	0.982
268	aa-rwlt-coding-agent-010	29	37467	504	36776	245.119	1.905	1085.613	198.273	2.076	27.400	10.903	32.636	2.706	52.689	3.134	63.499	5.875	-3.144	0.499		51.041				0.000	533.820	198.273	21.938	0.430	539.000	539.000	25325.000	25448.000	18.000	18.000	1171.000	17.000	0.986	18.000	18.000	1171.000	17.000	0.986
269	aa-rwlt-coding-agent-010	30	37997	315	37467	292.518	1.872	747.809	148.809	1.880	27.769	10.693	25.095	2.521	8.961	3.314	63.982	6.155	-2.045	0.484		51.491				0.000	82.508	148.809	17.062	0.331	541.000	541.000	25451.000	25470.000	14.000	14.000	1188.000	13.000	0.989	14.000	14.000	1188.000	13.000	0.989
270	aa-rwlt-coding-agent-010	31	38404	53	37997	241.778	0.122	245.828	159.922	1.945	28.228	10.876	34.227	2.256	8.913	3.343	66.704	5.944	-2.992	0.478		53.931				0.000	2428.475	159.922	23.156	0.429	543.000	543.000	25473.000	26030.000	19.000	19.000	1201.000	18.000	0.985	19.000	19.000	1201.000	18.000	0.985
271	aa-rwlt-coding-agent-010	32	39004	1336	38404	253.756	1.841	2604.941	158.150	2.474	29.156	11.501	26.004	2.616	9.237	3.466	68.703	6.855	-2.415	0.553		55.455				0.000	879.893	158.150	12.188	0.220	545.000	545.000	26033.000	26236.000	11.000	11.000	1219.000	10.000	0.992	10.000	10.000	1219.000	10.000	0.992
272	aa-rwlt-coding-agent-010	33	39322	528	39004	251.288	1.699	1053.628	156.940	1.947	29.307	11.059	25.605	2.519	9.122	3.305	70.797	5.886	-3.092	0.485		57.448				0.000	1724.372	156.940	15.844	0.276	547.000	547.000	26239.000	26636.000	13.000	13.000	1229.000	12.000	0.990	13.000	13.000	1229.000	12.000	0.990
273	aa-rwlt-coding-agent-010	34	39689	994	39322	252.866	1.770	1899.332	168.935	2.079	29.773	10.904	34.571	2.598	9.194	3.421	72.954	5.599	-2.645	0.487		59.631				0.000	944.938	168.935	25.594	0.429	549.000	549.000	26639.000	26856.000	21.000	21.000	1241.000	20.000	0.984	21.000	21.000	1241.000	20.000	0.984
274	aa-rwlt-coding-agent-010	35	40352	532	39689	265.109	1.835	1133.332	173.521	2.030	30.228	11.356	35.018	2.595	9.397	3.566	75.485	6.350	-3.015	0.511		61.965				0.000	408.653	173.521	23.156	0.374	551.000	551.000	26859.000	26953.000	19.000	19.000	1261.000	19.000	0.985	19.000	19.000	1262.000	18.000	0.986
275	aa-rwlt-coding-agent-010	36	40941	238	40352	270.029	1.897	600.483	163.160	1.946	30.596	11.635	25.363	2.698	9.394	3.684	74.152	6.490	-3.283	0.485		61.022				0.000	354.817	163.160	8.531	0.140	553.000	553.000	26956.000	27038.000	7.000	7.000	1280.000	6.000	0.995	7.000	7.000	1280.000	6.000	0.995
276	aa-rwlt-coding-agent-010	37	41149	194	40941	258.446	2.080	535.452	168.766	2.012	31.118	11.686	28.120	2.601	9.348	3.491	76.826	5.702	-2.634	0.496		63.513				0.000	434.759	168.766	19.500	0.307	555.000	555.000	27041.000	27141.000	17.000	17.000	1286.000	16.000	0.988	16.000	16.000	1286.000	16.000	0.988
277	aa-rwlt-coding-agent-010	38	41659	297	41149	263.313	1.498	620.268	168.132	1.981	31.354	11.470	26.703	2.482	9.454	3.308	77.569	5.858	-2.531	0.484		64.240				0.000	313.820	168.132	10.969	0.171	557.000	557.000	27144.000	27216.000	9.000	9.000	1302.000	8.000	0.994	9.000	9.000	1302.000	8.000	0.994
278	aa-rwlt-coding-agent-010	39	41905	179	41659	263.421	2.157	498.871	182.805	2.071	31.881	11.599	36.747	2.604	9.554	3.502	81.343	5.697	-2.741	0.548		67.583				0.000	134.769	182.805	29.250	0.433	559.000	559.000	27219.000	27250.000	24.000	24.000	1310.000	23.000	0.983	24.000	24.000	1310.000	23.000	0.983
279	aa-rwlt-coding-agent-010	40	42638	70	41905	278.765	4.036	335.518	235.921	2.109	33.525	12.251	75.701	2.506	10.014	3.729	92.406	5.776	-2.636	0.540		77.958				0.000	160.473	235.921	96.281	1.235	561.000	561.000	27253.000	27290.000	79.000	79.000	1333.000	78.000	0.945	79.000	79.000	1333.000	78.000	0.945
280	aa-rwlt-coding-agent-010	41	45126	84	42638	331.720	2.740	414.283	183.497	2.109	33.677	12.460	24.872	2.492	10.072	3.645	90.827	5.708	-2.849	0.484		76.743				0.000	130.593	183.497	6.094	0.079	563.000	563.000	27293.000	27323.000	5.000	5.000	1411.000	4.000	0.997	5.000	5.000	1411.000	4.000	0.997
281	aa-rwlt-coding-agent-010	42	45271	74	45126	286.044	1.988	332.114	188.319	2.152	33.936	14.716	23.515	3.201	10.130	3.603	92.215	5.747	-1.413	0.517		78.242				0.000	112.694	188.319	3.656	0.047	565.000	565.000	27326.000	27352.000	4.000	4.000	1415.000	3.000	0.998	3.000	3.000	1416.000	2.000	0.999
282	aa-rwlt-coding-agent-010	43	45358	57	45271	283.220	1.065	317.658	218.848	2.152	34.520	12.731	49.998	2.391	10.325	3.684	99.678	5.806	-2.921	0.484		81.977				0.000	108.810	218.848	41.438	0.505	567.000	567.000	27355.000	27380.000	34.000	34.000	1418.000	33.000	0.977	34.000	34.000	1418.000	33.000	0.977
283	aa-rwlt-coding-agent-010	44	46425	56	45358	315.579	1.196	345.839	191.928	2.174	35.195	12.503	25.166	2.025	10.322	3.743	97.334	5.759	-2.789	0.496		82.549				0.000	104.872	191.928	4.875	0.059	569.000	569.000	27383.000	27407.000	4.000	4.000	1451.000	3.000	0.998	4.000	4.000	1451.000	3.000	0.998
284	aa-rwlt-coding-agent-010	45	46510	61	46425	289.165	1.037	315.451	224.250	2.183	35.643	12.748	51.199	2.908	10.505	3.776	101.785	5.835	-2.859	0.527		86.936				0.000	108.767	224.250	41.438	0.477	571.000	571.000	27410.000	27435.000	34.000	34.000	1454.000	33.000	0.978	34.000	34.000	1454.000	33.000	0.978
285	aa-rwlt-coding-agent-010	46	47581	61	46510	322.043	0.886	351.627	196.854	2.199	35.999	12.928	24.015	2.219	10.496	3.952	101.862	6.046	-3.343	0.481		87.032				0.000	126.153	196.854	3.656	0.042	573.000	573.000	27438.000	27467.000	4.000	4.000	1487.000	3.000	0.998	3.000	3.000	1487.000	3.000	0.998
286	aa-rwlt-coding-agent-010	47	47668	68	47581	294.722	1.473	342.246	205.854	2.235	36.392	13.296	27.111	2.824	10.638	3.938	103.465	5.400	0.062	0.493		88.020				0.000	149.191	205.854	8.531	0.097	575.000	575.000	27470.000	27504.000	7.000	7.000	1490.000	6.000	0.996	7.000	7.000	1490.000	6.000	0.996
287	aa-rwlt-coding-agent-010	48	47869	75	47668	304.622	2.305	371.831	206.178	2.305	36.793	13.304	27.561	2.616	10.694	3.996	105.243	5.835	-2.683	0.514		90.086				0.000	92.274	206.178	14.625	0.162	577.000	577.000	27507.000	27528.000	13.000	13.000	1496.000	12.000	0.992	12.000	12.000	1496.000	12.000	0.992
288	aa-rwlt-coding-agent-010	49	48249	55	47869	304.458	0.534	317.630	218.542	2.311	37.592	13.269	37.151	2.703	10.755	4.039	106.996	5.823	-2.578	0.481		91.744				0.000	112.696	218.542	21.938	0.239	579.000	579.000	27531.000	27557.000	18.000	18.000	1508.000	17.000	0.989	18.000	18.000	1508.000	17.000	0.989
289	aa-rwlt-coding-agent-010	50	48782	80	48249	316.117	1.927	351.153	209.728	2.231	37.849	13.333	28.346	2.464	10.770	3.982	107.073	5.850	-2.673	0.503		92.098				0.000	191.934	209.728	9.750	0.106	581.000	581.000	27560.000	27604.000	8.000	8.000	1525.000	7.000	0.995	8.000	8.000	1525.000	7.000	0.995
290	aa-rwlt-coding-agent-010	51	49016	114	48782	308.510	2.452	421.681	228.430	2.357	38.102	13.423	40.910	2.701	10.987	4.091	112.142	5.765	-2.551	0.503		96.563				0.000	641.441	228.430	32.906	0.341	583.000	583.000	27607.000	27752.000	27.000	27.000	1532.000	26.000	0.983	27.000	27.000	1532.000	26.000	0.983
291	aa-rwlt-coding-agent-010	52	49855	352	49016	326.303	1.969	889.737	212.802	2.440	38.375	13.638	24.622	2.578	10.976	4.176	112.247	5.835	-2.571	0.486		96.754				0.000	605.834	212.802	3.656	0.038	585.000	585.000	27755.000	27894.000	4.000	4.000	1558.000	3.000	0.998	3.000	3.000	1559.000	2.000	0.999
292	aa-rwlt-coding-agent-010	53	49929	329	49855	310.821	1.999	838.806	248.093	2.402	39.632	13.719	52.940	2.666	11.143	4.219	117.171	7.039	-3.334	0.496		101.393				0.000	1012.921	248.093	42.656	0.421	587.000	587.000	27897.000	28126.000	35.000	35.000	1561.000	34.000	0.979	35.000	35.000	1561.000	34.000	0.979
293	aa-rwlt-coding-agent-010	54	51011	604	49929	348.333	1.729	1282.235	277.581	3.102	40.691	14.485	71.522	2.584	11.513	4.301	125.725	5.811	-2.655	0.502		109.511				0.000	2349.929	277.581	74.344	0.679	589.000	589.000	28129.000	28663.000	61.000	61.000	1595.000	60.000	0.964	61.000	61.000	1595.000	60.000	0.964
294	aa-rwlt-coding-agent-010	55	52930	1588	51011	377.815	1.493	2649.062	277.099	2.679	42.241	15.313	58.639	2.794	11.957	4.658	133.942	6.229	-1.836	0.483		116.720				0.000	532.341	277.099	56.062	0.480	591.000	591.000	28666.000	28787.000	46.000	46.000	1655.000	45.000	0.974	46.000	46.000	1655.000	45.000	0.974
295	aa-rwlt-coding-agent-010	56	54370	306	52930	377.199	1.886	830.096	305.190	2.579	42.810	15.149	76.939	3.134	12.321	4.594	143.394	6.517	-2.733	0.486		125.927				0.000	1854.609	305.190	76.781	0.610	593.000	593.000	28790.000	29207.000	63.000	63.000	1700.000	62.000	0.965	63.000	63.000	1700.000	62.000	0.965
296	aa-rwlt-coding-agent-010	57	56362	1244	54370	405.724	1.522	2181.887	257.638	2.666	43.244	15.337	28.420	2.727	12.260	4.599	144.505	5.900	-2.513	0.493		127.043				0.000	248.684	257.638	8.531	0.067	595.000	595.000	29210.000	29266.000	7.000	7.000	1762.000	6.000	0.997	7.000	7.000	1762.000	6.000	0.997
297	aa-rwlt-coding-agent-010	58	56549	146	56362	358.867	2.199	528.475	311.990	2.619	43.966	15.461	73.114	2.650	12.510	4.793	152.997	5.885	-2.490	0.485		135.530				0.000	189.549	311.990	60.938	0.450	597.000	597.000	29269.000	29312.000	50.000	50.000	1768.000	49.000	0.973	50.000	50.000	1768.000	49.000	0.973
298	aa-rwlt-coding-agent-010	59	58113	103	56549	413.183	2.286	523.210	288.691	2.654	44.472	15.705	44.614	2.714	13.007	4.730	157.180	5.930	-2.808	0.493		139.402				0.000	304.229	288.691	31.688	0.227	599.000	599.000	29315.000	29384.000	26.000	26.000	1817.000	25.000	0.986	26.000	26.000	1817.000	25.000	0.986
299	aa-rwlt-coding-agent-010	60	58941	186	58113	390.422	2.045	615.694	295.715	2.713	45.249	16.294	45.219	2.812	12.881	5.086	161.718	5.917	-2.677	0.503		143.628				0.000	70.503	295.715	31.688	0.221	601.000	601.000	29387.000	29403.000	27.000	27.000	1842.000	26.000	0.986	26.000	26.000	1842.000	26.000	0.986
300	aa-rwlt-coding-agent-010	61	59745	47	58941	389.308	0.004	389.678	299.172	2.631	45.984	16.072	44.722	2.721	13.040	4.762	165.066	7.024	-3.356	0.506		146.441				0.000	1128.438	299.172	29.250	0.200	603.000	603.000	29406.000	29657.000	24.000	24.000	1868.000	23.000	0.988	24.000	24.000	1868.000	23.000	0.988
301	aa-rwlt-coding-agent-010	62	60484	668	59745	403.757	1.774	1452.227	311.414	2.827	46.683	16.464	50.840	2.760	13.065	4.869	169.961	5.988	-2.557	0.514		151.234				0.000	1695.064	311.414	25.594	0.169	605.000	605.000	29660.000	30039.000	21.000	21.000	1891.000	20.000	0.990	21.000	21.000	1891.000	20.000	0.990
302	aa-rwlt-coding-agent-010	63	61143	1075	60484	413.383	1.589	2028.953	334.204	3.349	47.685	16.798	62.098	2.820	13.762	4.860	178.748	6.251	-2.648	0.481		157.693				0.000	692.560	334.204	48.750	0.309	607.000	607.000	30042.000	30198.000	40.000	40.000	1911.000	39.000	0.980	40.000	40.000	1911.000	39.000	0.980
303	aa-rwlt-coding-agent-010	64	62395	436	61143	437.553	1.602	1049.978	305.039	2.795	47.973	16.604	32.156	2.503	13.454	4.983	180.623	6.245	-2.811	0.514		159.803				0.000	394.888	305.039	18.281	0.114	609.000	609.000	30201.000	30290.000	15.000	15.000	1950.000	14.000	0.993	15.000	15.000	1950.000	14.000	0.993
304	aa-rwlt-coding-agent-010	65	62837	217	62395	407.359	2.051	723.569	321.555	2.901	48.790	17.084	43.846	2.869	13.568	5.575	183.038	5.839	-2.446	0.491		162.405				0.000	301.240	321.555	21.938	0.135	611.000	611.000	30293.000	30361.000	18.000	18.000	1964.000	17.000	0.991	18.000	18.000	1964.000	17.000	0.991
305	aa-rwlt-coding-agent-010	66	63368	157	62837	423.919	2.311	646.102	331.352	2.884	50.151	17.042	47.108	2.863	13.605	5.204	188.140	7.609	-3.890	0.636		167.229				0.000	523.318	331.352	30.469	0.182	613.000	613.000	30364.000	30481.000	25.000	25.000	1981.000	24.000	0.988	25.000	25.000	1981.000	24.000	0.988
306	aa-rwlt-coding-agent-010	67	64141	362	63368	436.406	1.467	879.822	313.819	2.748	49.955	17.038	31.675	2.703	13.610	5.142	187.559	6.589	-3.697	0.497		166.740				0.000	3259.950	313.819	14.625	0.088	615.000	615.000	30484.000	31212.000	12.000	12.000	2005.000	11.000	0.995	12.000	12.000	2005.000	11.000	0.995
307	aa-rwlt-coding-agent-010	68	64511	2060	64141	419.225	1.599	3599.325	323.451	2.967	50.639	17.692	31.295	3.038	14.070	5.398	192.143	7.021	-1.299	0.487		170.742				0.000	572.754	323.451	13.406	0.079	617.000	617.000	31215.000	31342.000	12.000	12.000	2016.000	11.000	0.995	11.000	11.000	2017.000	10.000	0.995
308	aa-rwlt-coding-agent-010	69	64846	439	64511	427.757	1.219	919.163	325.461	2.935	51.019	17.985	33.124	2.822	14.041	5.269	194.932	6.126	-3.169	0.377		173.672				0.000	1066.985	325.461	18.281	0.105	619.000	619.000	31345.000	31582.000	15.000	15.000	2027.000	14.000	0.993	15.000	15.000	2027.000	14.000	0.993
